Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeID,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,WorkloadScore,WeeklyHoursWorked,MonthlyMeetings,CompensationSatisfaction,CareerGrowthPerception,ManagerSupportScore,WorkModel,ProductivityScore,SalaryBand,ExperienceBand,TenureBand,WHI,WHI_Risk_Category
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1047,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,No,11,3,4,1,16,2,2,15,1,0,9,3,39.5,13,2,4,4,Remote,3,Average,Senior (11-20),Lifer (10+),65.2909339520529,Moderate
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1048,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4,3,47.7,19,3,3,3,Remote,3,Above Average,Senior (11-20),Veteran (6-10),54.15239465654674,Moderate
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1049,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,No,16,3,1,0,6,3,3,6,3,0,4,4,43.6,5,3,3,4,Hybrid,3,Low,Mid (6-10),Veteran (6-10),52.69568589106479,Moderate
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1050,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12,3,39.9,15,4,3,4,Onsite,3,Average,Expert (20+),Lifer (10+),56.86954260432513,Moderate
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,No,14,3,2,1,9,3,2,1,0,0,0,4,45.1,12,4,3,2,Onsite,4,Below Average,Mid (6-10),New (0-1),47.73090490165338,At Risk
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1053,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2,5,42.3,8,2,3,3,Onsite,2,Low,Mid (6-10),Settling (2-3),35.393989002467606,At Risk
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1055,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0,4,53.9,5,4,4,3,Onsite,4,Low,Entry (0-2),New (0-1),58.899141475428166,Moderate
28,No,Travel_Rarely,1144,Sales,10,1,Medical,1056,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,No,22,4,2,0,1,5,3,1,0,0,0,4,35.0,8,3,4,3,Hybrid,4,Low,Entry (0-2),New (0-1),51.07051010525044,Moderate
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1060,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2,2,42.5,5,2,4,4,Onsite,4,Low,Mid (6-10),Settling (2-3),63.771759487869126,Moderate
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1061,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7,4,51.7,19,2,3,3,Hybrid,2,High,Expert (20+),Veteran (6-10),44.315204044110935,At Risk
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,No,15,3,1,0,8,3,2,4,3,0,1,5,38.1,12,2,5,4,Hybrid,2,Below Average,Mid (6-10),Established (4-5),49.45108338808117,At Risk
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1066,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,No,14,3,2,1,8,3,2,7,7,7,5,3,40.3,18,4,3,4,Onsite,3,Average,Mid (6-10),Veteran (6-10),55.620220704115354,Moderate
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1068,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,No,13,3,3,2,5,5,3,5,3,1,3,4,42.3,14,2,4,3,Hybrid,4,Low,Early (3-5),Established (4-5),45.81192834224148,At Risk
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1069,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,No,17,3,4,2,23,0,3,2,2,2,2,4,46.0,25,4,2,3,Onsite,3,High,Expert (20+),Settling (2-3),54.948008779893975,Moderate
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1070,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,No,11,3,2,1,13,4,3,9,4,7,0,3,44.9,13,4,5,4,Hybrid,4,Above Average,Senior (11-20),Veteran (6-10),67.73333109924455,Moderate
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1071,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3,4,47.5,7,4,3,3,Onsite,4,Low,Senior (11-20),Established (4-5),55.195411177814755,Moderate
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,No,11,3,2,0,15,2,2,14,8,7,8,4,37.1,13,5,3,4,Onsite,2,Average,Senior (11-20),Lifer (10+),61.874742246470134,Moderate
55,No,Non-Travel,444,Research & Development,2,1,Medical,1074,3,Male,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2,4,49.8,17,3,3,4,Remote,3,High,Expert (20+),Veteran (6-10),47.032351991889314,At Risk
43,No,Travel_Rarely,415,Sales,25,3,Medical,1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,No,13,3,3,1,18,5,3,1,0,0,0,2,43.0,15,5,3,3,Onsite,5,Above Average,Senior (11-20),New (0-1),66.96975522575943,Moderate
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1077,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2,4,45.9,10,3,3,4,Remote,2,Low,Entry (0-2),Settling (2-3),59.608341690450025,Moderate
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1079,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,No,13,3,1,0,1,6,2,1,0,1,0,3,35.1,5,2,3,3,Hybrid,3,Low,Entry (0-2),New (0-1),37.20410148750092,At Risk
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7,4,48.0,12,5,5,5,Hybrid,3,Below Average,Senior (11-20),Lifer (10+),66.37772541878046,Moderate
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1081,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7,5,51.7,8,1,2,4,Onsite,3,Low,Senior (11-20),Veteran (6-10),41.695117309915716,At Risk
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1082,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9,4,42.9,15,4,3,4,Remote,4,Average,Mid (6-10),Veteran (6-10),47.13345507690717,At Risk
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3,2,45.6,6,4,2,3,Onsite,3,Below Average,Mid (6-10),Established (4-5),48.52473775858305,At Risk
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,No,15,3,3,1,7,1,2,6,2,0,2,3,36.1,5,4,5,3,Remote,4,Average,Mid (6-10),Veteran (6-10),57.69877521591441,Moderate
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1085,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,No,13,3,3,0,10,3,3,10,6,0,8,3,39.6,9,5,3,5,Remote,5,Below Average,Mid (6-10),Veteran (6-10),78.71229244236353,Healthy
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,1,20,4,2,19,9,1,9,4,38.4,16,3,4,4,Onsite,3,Average,Senior (11-20),Lifer (10+),53.37753770342071,Moderate
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1092,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,1,14,6,3,11,10,11,1,4,44.1,15,4,3,2,Remote,4,Above Average,Senior (11-20),Lifer (10+),53.32283299407964,Moderate
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2,4,43.1,7,4,4,2,Hybrid,2,Below Average,Early (3-5),Settling (2-3),44.88502300756746,At Risk
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1096,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,1,23,4,3,3,2,1,2,4,40.9,14,5,5,4,Hybrid,3,Above Average,Expert (20+),Settling (2-3),68.8477534272618,Moderate
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1097,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,No,13,3,4,0,10,4,4,8,7,1,7,3,35.0,10,3,5,4,Hybrid,3,Below Average,Mid (6-10),Veteran (6-10),69.83923401370956,Moderate
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1098,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6,2,43.4,12,5,3,2,Onsite,4,Above Average,Expert (20+),Lifer (10+),51.27186544325381,Moderate
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,No,15,3,3,1,9,2,3,3,2,1,2,4,44.3,15,3,4,4,Remote,4,Average,Mid (6-10),Settling (2-3),58.969465795846965,Moderate
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1100,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7,5,53.9,15,4,3,3,Remote,3,Average,Mid (6-10),Veteran (6-10),44.13859594343781,At Risk
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1101,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,No,22,4,2,0,14,4,3,13,7,3,8,4,46.0,10,5,4,5,Hybrid,5,Below Average,Senior (11-20),Lifer (10+),69.58665092055229,Moderate
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2,2,36.1,3,3,3,2,Hybrid,4,Low,Early (3-5),Established (4-5),51.6469203011517,Moderate
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,No,17,3,3,0,7,1,2,6,2,0,4,2,44.6,14,3,4,3,Onsite,4,Average,Mid (6-10),Veteran (6-10),64.13588458188548,Moderate
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0,5,54.9,13,5,5,3,Onsite,2,Average,Mid (6-10),New (0-1),61.944737516011116,Moderate
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1106,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6,4,41.9,9,3,3,5,Onsite,3,Below Average,Mid (6-10),Veteran (6-10),67.0728479666114,Moderate
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,No,20,4,3,1,1,0,2,1,1,0,0,4,41.7,9,2,3,2,Hybrid,3,Low,Entry (0-2),New (0-1),38.98629796068318,At Risk
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1108,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2,4,44.5,6,2,3,2,Onsite,4,Low,Early (3-5),Settling (2-3),33.32296406150771,At Risk
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1109,4,Male,35,3,4,Manager,1,Married,17665,14399,0,No,17,3,4,1,23,3,3,22,6,13,7,3,43.8,33,3,2,5,Onsite,3,High,Expert (20+),Lifer (10+),55.008693212178216,Moderate
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,No,15,3,1,2,1,2,3,1,0,0,0,4,41.0,8,3,2,1,Onsite,4,Low,Entry (0-2),New (0-1),28.662631150951658,Critical
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1113,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,4,49.9,10,3,5,4,Onsite,3,Below Average,Early (3-5),New (0-1),63.55947438598422,Moderate
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1114,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2,3,38.4,11,3,4,5,Onsite,4,Below Average,Early (3-5),Settling (2-3),65.87248170709763,Moderate
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1115,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0,3,39.7,6,3,4,4,Onsite,3,Low,Mid (6-10),New (0-1),63.113625230838664,Moderate
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1116,1,Male,35,4,4,Manager,4,Single,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1,3,40.6,20,4,3,3,Hybrid,5,High,Expert (20+),Established (4-5),65.00290451198194,Moderate
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1117,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12,3,36.8,13,3,2,4,Hybrid,4,Below Average,Senior (11-20),Lifer (10+),52.24983673591923,Moderate
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,3,45.3,12,4,3,4,Hybrid,4,Above Average,Senior (11-20),Veteran (6-10),61.2121487965416,Moderate
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,4,52.1,12,4,3,5,Onsite,4,Average,Mid (6-10),Veteran (6-10),61.51061715245378,Moderate
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,4,42.3,7,4,4,4,Onsite,4,Low,Senior (11-20),Veteran (6-10),67.68437545854854,Moderate
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,3,10,3,2,9,7,1,7,3,45.3,14,4,4,5,Onsite,3,Average,Mid (6-10),Veteran (6-10),68.10918498484912,Moderate
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1124,1,Male,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9,3,37.2,22,3,3,3,Hybrid,3,High,Expert (20+),Lifer (10+),54.96726714232136,Moderate
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1125,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0,3,39.9,11,4,3,4,Remote,2,Average,Mid (6-10),New (0-1),61.2121487965416,Moderate
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,4,47.4,21,4,4,3,Remote,3,Above Average,Senior (11-20),Veteran (6-10),51.98648567604292,Moderate
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5,4,40.2,18,4,3,3,Onsite,3,Above Average,Expert (20+),Lifer (10+),58.65173907750738,Moderate
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1128,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9,4,42.9,22,4,4,1,Onsite,3,High,Expert (20+),Lifer (10+),46.034323309089814,At Risk
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1131,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2,3,51.5,8,2,4,4,Onsite,3,Low,Entry (0-2),Settling (2-3),53.96426615370194,Moderate
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3,3,45.0,11,5,4,3,Remote,4,Average,Mid (6-10),Established (4-5),61.82367628847872,Moderate
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,0,18,0,3,11,9,0,9,4,40.1,11,3,2,4,Onsite,4,Average,Senior (11-20),Lifer (10+),55.90461139283662,Moderate
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1135,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,3,37.2,16,3,3,4,Onsite,3,Low,Early (3-5),Settling (2-3),68.09510731765822,Moderate
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1136,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,No,17,3,1,0,6,2,1,5,3,0,4,4,46.9,11,2,4,4,Hybrid,3,Below Average,Mid (6-10),Established (4-5),43.41330614050937,At Risk
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2,3,48.1,9,3,4,3,Hybrid,3,Below Average,Early (3-5),Established (4-5),62.12732533962739,Moderate
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1138,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3,5,48.0,16,5,4,5,Onsite,2,Above Average,Expert (20+),Veteran (6-10),61.98616358586797,Moderate
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2,5,42.2,11,3,5,5,Onsite,4,Below Average,Early (3-5),Settling (2-3),62.60862084168664,Moderate
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,No,14,3,4,2,8,2,2,7,5,1,1,3,37.2,7,3,4,4,Onsite,3,Below Average,Mid (6-10),Veteran (6-10),58.407975430936276,Moderate
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0,3,37.8,16,4,5,4,Remote,4,Below Average,Senior (11-20),New (0-1),66.8470528067207,Moderate
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,5,57.1,14,4,4,3,Onsite,4,Below Average,Mid (6-10),Veteran (6-10),51.733103555178985,Moderate
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1152,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0,4,40.5,8,4,2,3,Onsite,3,Low,Mid (6-10),Veteran (6-10),57.969887265151456,Moderate
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,3,56.7,6,3,4,4,Onsite,2,Low,Early (3-5),Settling (2-3),59.65729733114604,Moderate
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,0,0,0,3,0,0,0,0,3,42.2,7,2,2,2,Onsite,3,Low,Entry (0-2),New (0-1),41.56232729079511,At Risk
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1157,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3,4,48.1,16,4,5,2,Onsite,4,Average,Mid (6-10),Established (4-5),50.361309890228576,Moderate
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0,3,58.1,13,4,4,2,Hybrid,3,Below Average,Mid (6-10),New (0-1),61.17072272668474,Moderate
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2,3,36.4,8,2,3,3,Onsite,4,Low,Entry (0-2),Settling (2-3),48.459363479102635,At Risk
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3,2,39.6,9,4,4,4,Hybrid,4,Below Average,Mid (6-10),Veteran (6-10),71.63008813631548,Healthy
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1162,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2,2,40.6,9,2,1,4,Hybrid,3,Low,Early (3-5),Established (4-5),48.317962402812434,At Risk
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1163,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3,3,49.9,16,3,4,3,Hybrid,3,Below Average,Mid (6-10),Veteran (6-10),56.535397247201146,Moderate
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1164,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,No,17,3,2,0,6,2,1,5,4,1,4,3,53.6,7,4,3,4,Onsite,4,Below Average,Mid (6-10),Established (4-5),60.39727631076697,Moderate
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1165,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10,5,46.6,8,3,3,2,Onsite,3,Average,Senior (11-20),Lifer (10+),25.823579811841235,Critical
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1166,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13,3,42.7,21,4,3,3,Hybrid,3,Above Average,Senior (11-20),Lifer (10+),57.203970420072835,Moderate
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1167,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14,5,61.4,19,5,2,3,Remote,3,Above Average,Expert (20+),Lifer (10+),42.67156892357589,At Risk
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1171,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,3,43.9,13,3,4,3,Onsite,3,Below Average,Mid (6-10),Veteran (6-10),53.89394183328315,Moderate
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,3,38.3,6,4,4,5,Onsite,2,Low,Mid (6-10),Veteran (6-10),69.3585068850589,Moderate
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,4,46.8,7,4,3,3,Onsite,4,Below Average,Mid (6-10),Established (4-5),51.739083278122145,Moderate
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0,3,55.1,7,3,4,2,Hybrid,3,Low,Entry (0-2),New (0-1),54.66281906346602,Moderate
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,3,41.6,8,5,4,2,Remote,2,Below Average,Mid (6-10),Veteran (6-10),69.88563238938632,Moderate
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4,3,43.8,11,4,2,3,Hybrid,3,Average,Mid (6-10),Veteran (6-10),51.293234122976585,Moderate
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0,4,58.4,5,4,3,2,Remote,3,Below Average,Senior (11-20),New (0-1),44.70902641639591,At Risk
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,4,45.2,8,4,3,4,Hybrid,4,Above Average,Senior (11-20),Veteran (6-10),54.86098336206705,Moderate
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9,5,38.6,13,2,4,3,Remote,3,Below Average,Senior (11-20),Lifer (10+),34.75511310786453,At Risk
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,2,36.6,13,3,4,4,Hybrid,2,Low,Entry (0-2),Settling (2-3),69.393384858564,Moderate
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1188,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3,3,37.5,11,2,2,3,Remote,3,Below Average,Mid (6-10),Established (4-5),36.07042079705628,At Risk
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,3,41.4,7,3,3,5,Onsite,3,Low,Entry (0-2),New (0-1),58.71242350979161,Moderate
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1191,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,3,48.7,23,3,5,4,Hybrid,3,High,Expert (20+),Established (4-5),60.79097802159068,Moderate
